category,headline,summary,link
Politics,Mike Johnson Becomes the Speaker of the Whole House. For Now.,"Democrats saved the speaker but want to oust him at the ballot box in November, while his standing in his own party remains in serious question.",https://www.nytimes.com/2024/05/09/us/politics/mike-johnson-speaker-vote.html
Politics,Barron Trump Is Picked to Be Delegate at the Republican Convention,"In his most political role to date, Donald J. Trump’s youngest son will serve as a delegate from Florida just a few months after graduating from high school.",https://www.nytimes.com/2024/05/09/us/politics/barron-trump-gop-national-convention.html
Culture,Tony Awards 2024: Print Your Ballot!,Now it’s your turn to predict which nominees will win.,https://www.nytimes.com/interactive/2024/05/13/theater/2024-tonys-ballot.html
Culture,Kendrick Lamar Rides a Rap Beef All the Way to No. 1,"On the Billboard album chart, Dua Lipa’s heavily promoted “Radical Optimism” opened at No. 2, held off by the third week of Taylor Swift’s “Tortured Poets.”",https://www.nytimes.com/2024/05/13/arts/music/taylor-swift-kendrick-lamar-dua-lipa-billboard-charts.html
Culture,They’re Members of an Elite Squad: Prime-Time Drama Super Fans,"Shows like “Law & Order: SVU,” “NCIS” and “Grey’s Anatomy” have kept fans hooked for 20 seasons or more. How do they do it?",https://www.nytimes.com/2024/05/13/arts/television/svu-greys-anatomy-ncis-fans.html
Culture,Can You Find The 13 Book Titles Hidden in This Text?,"A baker’s dozen of sports books — including athlete memoirs, biographies, team histories and a few classics of the form — are tucked away in this very short story. Can you find them all?",https://www.nytimes.com/interactive/2024/05/13/books/review/sports-books-quiz.html
Culture,"Are Plants Intelligent? If So, What Does That Mean for Your Salad?","A new book, “The Light Eaters,” looks at how plants sense the world and the agency they have in their own lives.",https://www.nytimes.com/2024/05/13/books/zoe-schlanger-light-eaters.html
Culture,How to Navigate London’s Wondrous (and Very Big) V&A Museum,"Paintings, ceramics, photography, fashion, furniture and more: The Victoria and Albert Museum is a treasure trove of art and design. Here’s one besotted visitor’s plan for taking it all in.",https://www.nytimes.com/2024/05/13/travel/london-victoria-and-albert-museum.html
Culture,What’s on TV This Week: ‘Mary & George’ and Lots of ‘Law & Order’,The Starz show starring Nicholas Galitzine and Julianne Moore wraps up. Three versions of the crime procedural air finales.,https://www.nytimes.com/2024/05/13/arts/television/whats-on-tv-this-week-mary-george-and-lots-of-law-order.html
Culture,"Susan Backlinie, Swimmer Who Was First Victim in ‘Jaws,’ Dies at 77","Ms. Backlinie, a stunt woman, appeared in the terrifying opening scene of the 1975 blockbuster in which a great white shark attacks.",https://www.nytimes.com/2024/05/12/arts/television/susan-backlinie-dead-jaws.html
Culture,"Alex Hassilev, the Last of the Original Limeliters, Dies at 91","The trio’s witty, urbane arrangements made it one of the top acts of the early-1960s folk music revival. His gift for languages helped.",https://www.nytimes.com/2024/05/12/arts/music/alex-hassilev-dead.html
Culture,"Mona Lisa, Smile: You’re in Lecco, After All",A mash-up of geology and art history has identified a likely setting for one of the world’s most famous paintings.,https://www.nytimes.com/2024/05/12/arts/mona-lisa-location-solved.html
Culture,Tony Awards 2024: Print Your Ballot!,Now it’s your turn to predict which nominees will win.,https://www.nytimes.com/interactive/2024/05/13/theater/2024-tonys-ballot.html
Culture,Kendrick Lamar Rides a Rap Beef All the Way to No. 1,"On the Billboard album chart, Dua Lipa’s heavily promoted “Radical Optimism” opened at No. 2, held off by the third week of Taylor Swift’s “Tortured Poets.”",https://www.nytimes.com/2024/05/13/arts/music/taylor-swift-kendrick-lamar-dua-lipa-billboard-charts.html
Culture,They’re Members of an Elite Squad: Prime-Time Drama Super Fans,"Shows like “Law & Order: SVU,” “NCIS” and “Grey’s Anatomy” have kept fans hooked for 20 seasons or more. How do they do it?",https://www.nytimes.com/2024/05/13/arts/television/svu-greys-anatomy-ncis-fans.html
Culture,Can You Find The 13 Book Titles Hidden in This Text?,"A baker’s dozen of sports books — including athlete memoirs, biographies, team histories and a few classics of the form — are tucked away in this very short story. Can you find them all?",https://www.nytimes.com/interactive/2024/05/13/books/review/sports-books-quiz.html
Culture,"Are Plants Intelligent? If So, What Does That Mean for Your Salad?","A new book, “The Light Eaters,” looks at how plants sense the world and the agency they have in their own lives.",https://www.nytimes.com/2024/05/13/books/zoe-schlanger-light-eaters.html
Culture,How to Navigate London’s Wondrous (and Very Big) V&A Museum,"Paintings, ceramics, photography, fashion, furniture and more: The Victoria and Albert Museum is a treasure trove of art and design. Here’s one besotted visitor’s plan for taking it all in.",https://www.nytimes.com/2024/05/13/travel/london-victoria-and-albert-museum.html
Culture,What’s on TV This Week: ‘Mary & George’ and Lots of ‘Law & Order’,The Starz show starring Nicholas Galitzine and Julianne Moore wraps up. Three versions of the crime procedural air finales.,https://www.nytimes.com/2024/05/13/arts/television/whats-on-tv-this-week-mary-george-and-lots-of-law-order.html
Culture,"Susan Backlinie, Swimmer Who Was First Victim in ‘Jaws,’ Dies at 77","Ms. Backlinie, a stunt woman, appeared in the terrifying opening scene of the 1975 blockbuster in which a great white shark attacks.",https://www.nytimes.com/2024/05/12/arts/television/susan-backlinie-dead-jaws.html
Culture,"Alex Hassilev, the Last of the Original Limeliters, Dies at 91","The trio’s witty, urbane arrangements made it one of the top acts of the early-1960s folk music revival. His gift for languages helped.",https://www.nytimes.com/2024/05/12/arts/music/alex-hassilev-dead.html
Culture,"Mona Lisa, Smile: You’re in Lecco, After All",A mash-up of geology and art history has identified a likely setting for one of the world’s most famous paintings.,https://www.nytimes.com/2024/05/12/arts/mona-lisa-location-solved.html
Culture,"Roger Corman, 98, Dies; Prolific Master of Low-Budget Cinema","He had hundreds of horror, science fiction and crime films to his credit. He also helped start the careers of Martin Scorsese, Francis Ford Coppola and many others.",https://www.nytimes.com/2024/05/12/movies/roger-corman-dead.html
Culture,"Switzerland Wins Eurovision, as Protests Give Way to Spectacle","The nonbinary singer Nemo won the high-camp contest, during a night that included pro-Palestinian demonstrations outside the arena and fireworks onstage.",https://www.nytimes.com/2024/05/11/arts/music/eurovision-final-winner.html
Culture,"Sam Rubin, TV Anchor Known for His Hollywood Reporting, Dies at 64",He began at the Los Angeles television news station KTLA in 1991 and went on to become a staple of morning viewing through his interviews with celebrities.,https://www.nytimes.com/2024/05/11/arts/television/sam-rubin-ktla-dead.html
Culture,"Jeannie Epper, Stunt Double to the Stars, Is Dead at 83",Her first stunt was riding a horse bareback down a cliff when she was 9. She went on to soar on the hit TV series “Wonder Woman” and in many other places.,https://www.nytimes.com/2024/05/11/arts/jeannie-epper-dead.html
Culture,"Eberhard Kornfeld, Art Dealer, Collector and Historian, Is Dead at 99","Ensconced in a 15th-century Swiss manor house, he became an expert on the old masters and later tangled with heirs of a collector killed by the Nazis.",https://www.nytimes.com/2024/05/11/arts/eberhard-kornfeld-dead.html
Culture,"Before the Eurovision Final, a Pro-Palestinian March","For months, activists and some fans of the song contest have demanded Israel be banned from the event, which this year takes place in Malmo, Sweden.",https://www.nytimes.com/2024/05/11/arts/music/eurovision-israel-palestine-protest.html
Culture,Eurovision Disqualifies Dutch Entrant Hours Before Final,The competition’s organizers said that Swedish police were investigating the singer Joost Klein and that it would be inappropriate for him to take part in Saturday’s final.,https://www.nytimes.com/2024/05/11/arts/music/eurovision-joost-klein-disqualified.html
Culture,"On Mother’s Day, Here Are 2 Novels That Get Babies Right","Barbara Kingsolver’s debut, and a bad seed’s beginnings.",https://www.nytimes.com/2024/05/11/books/read-like-wind-recommendations-babies-in-fiction.html
Culture,Trixie Mattel on the Sitcom That Can Bring Us All Together,"“The love story of Jim and Pam — every time I watch that unfold, I find something new to cry about,” the entertainer said.",https://www.nytimes.com/2024/05/11/arts/television/trixie-mattel-drag-race.html
Culture,"For This Director, There’s No Such Thing as Too Much Blood","The director Coralie Fargeat’s films don’t shy away from violence and gore, including her latest which is vying for the top prize at Cannes.",https://www.nytimes.com/2024/05/11/movies/cannes-coralie-fargeat-film-festival.html
Culture,Tony Awards 2024: Print Your Ballot!,Now it’s your turn to predict which nominees will win.,https://www.nytimes.com/interactive/2024/05/13/theater/2024-tonys-ballot.html
Culture,Kendrick Lamar Rides a Rap Beef All the Way to No. 1,"On the Billboard album chart, Dua Lipa’s heavily promoted “Radical Optimism” opened at No. 2, held off by the third week of Taylor Swift’s “Tortured Poets.”",https://www.nytimes.com/2024/05/13/arts/music/taylor-swift-kendrick-lamar-dua-lipa-billboard-charts.html
Culture,They’re Members of an Elite Squad: Prime-Time Drama Super Fans,"Shows like “Law & Order: SVU,” “NCIS” and “Grey’s Anatomy” have kept fans hooked for 20 seasons or more. How do they do it?",https://www.nytimes.com/2024/05/13/arts/television/svu-greys-anatomy-ncis-fans.html
Culture,Can You Find The 13 Book Titles Hidden in This Text?,"A baker’s dozen of sports books — including athlete memoirs, biographies, team histories and a few classics of the form — are tucked away in this very short story. Can you find them all?",https://www.nytimes.com/interactive/2024/05/13/books/review/sports-books-quiz.html
Culture,"Are Plants Intelligent? If So, What Does That Mean for Your Salad?","A new book, “The Light Eaters,” looks at how plants sense the world and the agency they have in their own lives.",https://www.nytimes.com/2024/05/13/books/zoe-schlanger-light-eaters.html
Culture,How to Navigate London’s Wondrous (and Very Big) V&A Museum,"Paintings, ceramics, photography, fashion, furniture and more: The Victoria and Albert Museum is a treasure trove of art and design. Here’s one besotted visitor’s plan for taking it all in.",https://www.nytimes.com/2024/05/13/travel/london-victoria-and-albert-museum.html
Culture,What’s on TV This Week: ‘Mary & George’ and Lots of ‘Law & Order’,The Starz show starring Nicholas Galitzine and Julianne Moore wraps up. Three versions of the crime procedural air finales.,https://www.nytimes.com/2024/05/13/arts/television/whats-on-tv-this-week-mary-george-and-lots-of-law-order.html
Culture,"Susan Backlinie, Swimmer Who Was First Victim in ‘Jaws,’ Dies at 77","Ms. Backlinie, a stunt woman, appeared in the terrifying opening scene of the 1975 blockbuster in which a great white shark attacks.",https://www.nytimes.com/2024/05/12/arts/television/susan-backlinie-dead-jaws.html
Culture,"Alex Hassilev, the Last of the Original Limeliters, Dies at 91","The trio’s witty, urbane arrangements made it one of the top acts of the early-1960s folk music revival. His gift for languages helped.",https://www.nytimes.com/2024/05/12/arts/music/alex-hassilev-dead.html
Culture,"Mona Lisa, Smile: You’re in Lecco, After All",A mash-up of geology and art history has identified a likely setting for one of the world’s most famous paintings.,https://www.nytimes.com/2024/05/12/arts/mona-lisa-location-solved.html
Culture,"Roger Corman, 98, Dies; Prolific Master of Low-Budget Cinema","He had hundreds of horror, science fiction and crime films to his credit. He also helped start the careers of Martin Scorsese, Francis Ford Coppola and many others.",https://www.nytimes.com/2024/05/12/movies/roger-corman-dead.html
Culture,"Switzerland Wins Eurovision, as Protests Give Way to Spectacle","The nonbinary singer Nemo won the high-camp contest, during a night that included pro-Palestinian demonstrations outside the arena and fireworks onstage.",https://www.nytimes.com/2024/05/11/arts/music/eurovision-final-winner.html
Culture,"Sam Rubin, TV Anchor Known for His Hollywood Reporting, Dies at 64",He began at the Los Angeles television news station KTLA in 1991 and went on to become a staple of morning viewing through his interviews with celebrities.,https://www.nytimes.com/2024/05/11/arts/television/sam-rubin-ktla-dead.html
Culture,"Jeannie Epper, Stunt Double to the Stars, Is Dead at 83",Her first stunt was riding a horse bareback down a cliff when she was 9. She went on to soar on the hit TV series “Wonder Woman” and in many other places.,https://www.nytimes.com/2024/05/11/arts/jeannie-epper-dead.html
Culture,"Eberhard Kornfeld, Art Dealer, Collector and Historian, Is Dead at 99","Ensconced in a 15th-century Swiss manor house, he became an expert on the old masters and later tangled with heirs of a collector killed by the Nazis.",https://www.nytimes.com/2024/05/11/arts/eberhard-kornfeld-dead.html
Culture,"Before the Eurovision Final, a Pro-Palestinian March","For months, activists and some fans of the song contest have demanded Israel be banned from the event, which this year takes place in Malmo, Sweden.",https://www.nytimes.com/2024/05/11/arts/music/eurovision-israel-palestine-protest.html
Culture,Eurovision Disqualifies Dutch Entrant Hours Before Final,The competition’s organizers said that Swedish police were investigating the singer Joost Klein and that it would be inappropriate for him to take part in Saturday’s final.,https://www.nytimes.com/2024/05/11/arts/music/eurovision-joost-klein-disqualified.html
Culture,"On Mother’s Day, Here Are 2 Novels That Get Babies Right","Barbara Kingsolver’s debut, and a bad seed’s beginnings.",https://www.nytimes.com/2024/05/11/books/read-like-wind-recommendations-babies-in-fiction.html
Culture,Trixie Mattel on the Sitcom That Can Bring Us All Together,"“The love story of Jim and Pam — every time I watch that unfold, I find something new to cry about,” the entertainer said.",https://www.nytimes.com/2024/05/11/arts/television/trixie-mattel-drag-race.html
Culture,"For This Director, There’s No Such Thing as Too Much Blood","The director Coralie Fargeat’s films don’t shy away from violence and gore, including her latest which is vying for the top prize at Cannes.",https://www.nytimes.com/2024/05/11/movies/cannes-coralie-fargeat-film-festival.html
Culture,"In ‘The Big Cigar,’ a Black Panther Stars in a Fake Movie",This new series is based on the unlikely true story of a Hollywood producer who used a bogus film production to help Huey Newton flee to Cuba in 1974.,https://www.nytimes.com/2024/05/11/arts/television/the-big-cigar.html
Culture,The Un Certain Regard Section Offers a Different Perspective at the Cannes Film Festival,"While not receiving the same attention as the main competition, the sidebar is where you often glimpse the future of cinema.",https://www.nytimes.com/2024/05/11/movies/cannes-un-certain-regard-film-festival.html
Culture,"At Cannes, Indian Filmmakers Show There Is More Than Just Bollywood",This year’s edition of the annual film festival features a prominent presence of Indian stories and storytellers that celebrates the country’s independent cinema.,https://www.nytimes.com/2024/05/11/movies/cannes-film-festival-india.html
Culture,Finding Design Inspiration in Beauty and Mortality,Chen Chen and Kai Williams’s new furniture collection reflects a deep appreciation of the natural cycles of birth and death.,https://www.nytimes.com/2024/05/11/arts/design/chen-chen-kai-williams-new-collection.html
Culture,What Ethan Hawke’s ‘Wildcat’ Gets Right About Flannery O’Connor,"Those familiar with her menagerie of grotesques, her views of Southern society, her tortured faith and inner contradictions will get what his film is doing.",https://www.nytimes.com/2024/05/11/movies/ethan-hawke-maya-hawke-flannery-oconnor-wildcat.html
Culture,‘Doctor Who’ Season Premiere Recap: Back in the Groove,"The new season, written by Russell T Davies and starring Ncuti Gatwa as the 15th Doctor, opens with a double episode premiere.",https://www.nytimes.com/2024/05/10/arts/television/doctor-who-recap-ncuti-gatwa.html
Culture,What’s Your Favorite Soundtrack? We Want to Know.,We’re asking readers to share the movie-related albums that they return to again and again.,https://www.nytimes.com/2024/05/10/movies/favorite-soundtrack.html
Culture,"David Shapiro, Who Gained Fame in Poetry and Protest, Dies at 77","A renowned member of the New York School of poets, he also found accidental notoriety when he was photographed during the 1968 uprising at Columbia University.",https://www.nytimes.com/2024/05/10/books/david-shapiro-dead.html
Culture,The Best of Late Night This Week,"The hosts couldn’t get enough of former President Donald Trump being held in contempt (again) in his criminal hush-money trial, or of Stormy Daniels’s testimony. They also talked about Robert F. Kennedy Jr.’s brain worm.  Here’s what they had to say.",https://www.nytimes.com/interactive/2024/05/10/arts/television/best-of-late-night-stormy-daniels.html
Culture,The Power and Beauty of African Guitar Greats,"Hear songs by Mdou Moctar, Bombino, Orchestra Baobab and more.",https://www.nytimes.com/2024/05/10/arts/music/amplifier-newsletter-african-guitar-greats.html
Culture,Tony Awards 2024: Print Your Ballot!,Now it’s your turn to predict which nominees will win.,https://www.nytimes.com/interactive/2024/05/13/theater/2024-tonys-ballot.html
Culture,Kendrick Lamar Rides a Rap Beef All the Way to No. 1,"On the Billboard album chart, Dua Lipa’s heavily promoted “Radical Optimism” opened at No. 2, held off by the third week of Taylor Swift’s “Tortured Poets.”",https://www.nytimes.com/2024/05/13/arts/music/taylor-swift-kendrick-lamar-dua-lipa-billboard-charts.html
Culture,They’re Members of an Elite Squad: Prime-Time Drama Super Fans,"Shows like “Law & Order: SVU,” “NCIS” and “Grey’s Anatomy” have kept fans hooked for 20 seasons or more. How do they do it?",https://www.nytimes.com/2024/05/13/arts/television/svu-greys-anatomy-ncis-fans.html
Culture,Can You Find The 13 Book Titles Hidden in This Text?,"A baker’s dozen of sports books — including athlete memoirs, biographies, team histories and a few classics of the form — are tucked away in this very short story. Can you find them all?",https://www.nytimes.com/interactive/2024/05/13/books/review/sports-books-quiz.html
Culture,"Are Plants Intelligent? If So, What Does That Mean for Your Salad?","A new book, “The Light Eaters,” looks at how plants sense the world and the agency they have in their own lives.",https://www.nytimes.com/2024/05/13/books/zoe-schlanger-light-eaters.html
Culture,How to Navigate London’s Wondrous (and Very Big) V&A Museum,"Paintings, ceramics, photography, fashion, furniture and more: The Victoria and Albert Museum is a treasure trove of art and design. Here’s one besotted visitor’s plan for taking it all in.",https://www.nytimes.com/2024/05/13/travel/london-victoria-and-albert-museum.html
Culture,What’s on TV This Week: ‘Mary & George’ and Lots of ‘Law & Order’,The Starz show starring Nicholas Galitzine and Julianne Moore wraps up. Three versions of the crime procedural air finales.,https://www.nytimes.com/2024/05/13/arts/television/whats-on-tv-this-week-mary-george-and-lots-of-law-order.html
Culture,"Susan Backlinie, Swimmer Who Was First Victim in ‘Jaws,’ Dies at 77","Ms. Backlinie, a stunt woman, appeared in the terrifying opening scene of the 1975 blockbuster in which a great white shark attacks.",https://www.nytimes.com/2024/05/12/arts/television/susan-backlinie-dead-jaws.html
Culture,"Alex Hassilev, the Last of the Original Limeliters, Dies at 91","The trio’s witty, urbane arrangements made it one of the top acts of the early-1960s folk music revival. His gift for languages helped.",https://www.nytimes.com/2024/05/12/arts/music/alex-hassilev-dead.html
Culture,"Mona Lisa, Smile: You’re in Lecco, After All",A mash-up of geology and art history has identified a likely setting for one of the world’s most famous paintings.,https://www.nytimes.com/2024/05/12/arts/mona-lisa-location-solved.html
Culture,"Roger Corman, 98, Dies; Prolific Master of Low-Budget Cinema","He had hundreds of horror, science fiction and crime films to his credit. He also helped start the careers of Martin Scorsese, Francis Ford Coppola and many others.",https://www.nytimes.com/2024/05/12/movies/roger-corman-dead.html
Culture,"Switzerland Wins Eurovision, as Protests Give Way to Spectacle","The nonbinary singer Nemo won the high-camp contest, during a night that included pro-Palestinian demonstrations outside the arena and fireworks onstage.",https://www.nytimes.com/2024/05/11/arts/music/eurovision-final-winner.html
Culture,"Sam Rubin, TV Anchor Known for His Hollywood Reporting, Dies at 64",He began at the Los Angeles television news station KTLA in 1991 and went on to become a staple of morning viewing through his interviews with celebrities.,https://www.nytimes.com/2024/05/11/arts/television/sam-rubin-ktla-dead.html
Culture,"Jeannie Epper, Stunt Double to the Stars, Is Dead at 83",Her first stunt was riding a horse bareback down a cliff when she was 9. She went on to soar on the hit TV series “Wonder Woman” and in many other places.,https://www.nytimes.com/2024/05/11/arts/jeannie-epper-dead.html
Culture,"Eberhard Kornfeld, Art Dealer, Collector and Historian, Is Dead at 99","Ensconced in a 15th-century Swiss manor house, he became an expert on the old masters and later tangled with heirs of a collector killed by the Nazis.",https://www.nytimes.com/2024/05/11/arts/eberhard-kornfeld-dead.html
Culture,"Before the Eurovision Final, a Pro-Palestinian March","For months, activists and some fans of the song contest have demanded Israel be banned from the event, which this year takes place in Malmo, Sweden.",https://www.nytimes.com/2024/05/11/arts/music/eurovision-israel-palestine-protest.html
Culture,Eurovision Disqualifies Dutch Entrant Hours Before Final,The competition’s organizers said that Swedish police were investigating the singer Joost Klein and that it would be inappropriate for him to take part in Saturday’s final.,https://www.nytimes.com/2024/05/11/arts/music/eurovision-joost-klein-disqualified.html
Culture,"On Mother’s Day, Here Are 2 Novels That Get Babies Right","Barbara Kingsolver’s debut, and a bad seed’s beginnings.",https://www.nytimes.com/2024/05/11/books/read-like-wind-recommendations-babies-in-fiction.html
Culture,Trixie Mattel on the Sitcom That Can Bring Us All Together,"“The love story of Jim and Pam — every time I watch that unfold, I find something new to cry about,” the entertainer said.",https://www.nytimes.com/2024/05/11/arts/television/trixie-mattel-drag-race.html
Culture,"For This Director, There’s No Such Thing as Too Much Blood","The director Coralie Fargeat’s films don’t shy away from violence and gore, including her latest which is vying for the top prize at Cannes.",https://www.nytimes.com/2024/05/11/movies/cannes-coralie-fargeat-film-festival.html
Culture,"In ‘The Big Cigar,’ a Black Panther Stars in a Fake Movie",This new series is based on the unlikely true story of a Hollywood producer who used a bogus film production to help Huey Newton flee to Cuba in 1974.,https://www.nytimes.com/2024/05/11/arts/television/the-big-cigar.html
Culture,The Un Certain Regard Section Offers a Different Perspective at the Cannes Film Festival,"While not receiving the same attention as the main competition, the sidebar is where you often glimpse the future of cinema.",https://www.nytimes.com/2024/05/11/movies/cannes-un-certain-regard-film-festival.html
Culture,"At Cannes, Indian Filmmakers Show There Is More Than Just Bollywood",This year’s edition of the annual film festival features a prominent presence of Indian stories and storytellers that celebrates the country’s independent cinema.,https://www.nytimes.com/2024/05/11/movies/cannes-film-festival-india.html
Culture,Finding Design Inspiration in Beauty and Mortality,Chen Chen and Kai Williams’s new furniture collection reflects a deep appreciation of the natural cycles of birth and death.,https://www.nytimes.com/2024/05/11/arts/design/chen-chen-kai-williams-new-collection.html
Culture,What Ethan Hawke’s ‘Wildcat’ Gets Right About Flannery O’Connor,"Those familiar with her menagerie of grotesques, her views of Southern society, her tortured faith and inner contradictions will get what his film is doing.",https://www.nytimes.com/2024/05/11/movies/ethan-hawke-maya-hawke-flannery-oconnor-wildcat.html
Culture,‘Doctor Who’ Season Premiere Recap: Back in the Groove,"The new season, written by Russell T Davies and starring Ncuti Gatwa as the 15th Doctor, opens with a double episode premiere.",https://www.nytimes.com/2024/05/10/arts/television/doctor-who-recap-ncuti-gatwa.html
Culture,What’s Your Favorite Soundtrack? We Want to Know.,We’re asking readers to share the movie-related albums that they return to again and again.,https://www.nytimes.com/2024/05/10/movies/favorite-soundtrack.html
Culture,"David Shapiro, Who Gained Fame in Poetry and Protest, Dies at 77","A renowned member of the New York School of poets, he also found accidental notoriety when he was photographed during the 1968 uprising at Columbia University.",https://www.nytimes.com/2024/05/10/books/david-shapiro-dead.html
Culture,The Best of Late Night This Week,"The hosts couldn’t get enough of former President Donald Trump being held in contempt (again) in his criminal hush-money trial, or of Stormy Daniels’s testimony. They also talked about Robert F. Kennedy Jr.’s brain worm.  Here’s what they had to say.",https://www.nytimes.com/interactive/2024/05/10/arts/television/best-of-late-night-stormy-daniels.html
Culture,The Power and Beauty of African Guitar Greats,"Hear songs by Mdou Moctar, Bombino, Orchestra Baobab and more.",https://www.nytimes.com/2024/05/10/arts/music/amplifier-newsletter-african-guitar-greats.html
Culture,"In This ‘Lord of the Rings’ Adaptation, the Hobbits Yodel",A quirky and joyful play based on J.R.R. Tolkien’s books joined weightier works at this year’s Theatertreffen drama festival.,https://www.nytimes.com/2024/05/10/theater/theatertreffen-berlin.html
Culture,"Brian Wilson, Beach Boys Visionary, Is Placed Under Conservatorship","Mr. Wilson, who has a neurocognitive disorder, had been cared for by his wife until she died in January.",https://www.nytimes.com/2024/05/10/arts/brian-wilson-conservatorship-beach-boys.html
Culture,"Bill Holman, Whose Arrangements Shaped West Coast Jazz, Dies at 96","His economical, linear writing helped define the sound of Stan Kenton’s band. He also led his own 16-piece ensemble for many decades.",https://www.nytimes.com/2024/05/10/arts/music/bill-holman-dead.html
Culture,Who Are the Favorites to Win Eurovision?,"Some of the buzziest acts taking part in Saturday’s final hail from Croatia, Israel and Ukraine.",https://www.nytimes.com/2024/05/10/arts/music/eurovision-odds-favorites.html
Culture,"Steve McQueen, on a Different Wavelength","The artist-turned-film director finds new depths in “Bass,” an immersive environment of light and sound in Dia Beacon keyed to Black history and “where we can go from here.”",https://www.nytimes.com/2024/05/10/arts/design/steve-mcqueen-filmmaker-art-dia-beacon-bass.html
Culture,"Post Malone Goes Country With Morgan Wallen, and 8 More New Songs","Hear tracks by Raveena, Willow, John Cale and others.",https://www.nytimes.com/2024/05/10/arts/music/playlist-post-malone-morgan-wallen-willow.html
Culture,Christie’s Website Is Brought Down by Hackers Days Before $840 Million Auctions,"The auctioneer’s website was taken offline on Thursday evening and remained down on Friday, days before its spring auctions were set to begin.",https://www.nytimes.com/2024/05/10/arts/design/christies-cyberattack-website.html
Culture,"Review: An Opera Saw Red-Pill Culture Coming. Now, It’s Back.","Robert Ashley’s 1994 opera “Foreign Experiences,” a portrait of a paranoid mind in free fall, is part of a wave of revivals following his death.",https://www.nytimes.com/2024/05/10/arts/music/robert-ashley-foreign-experiences-roulette-review.html
Culture,Film Academy Looks Overseas for Donors,The Academy of Motion Picture Arts and Sciences has announced a global $500 million campaign to shore up its financial future.,https://www.nytimes.com/2024/05/10/movies/academy-motion-pictures-overseas-donors.html
Culture,Five Science Fiction Movies to Stream Now,"In this month’s sci-fi picks, surviving a pandemic and predicting a catastrophe.",https://www.nytimes.com/2024/05/10/movies/five-science-fiction-movies-to-stream-now.html
Culture,Tony Awards 2024: Print Your Ballot!,Now it’s your turn to predict which nominees will win.,https://www.nytimes.com/interactive/2024/05/13/theater/2024-tonys-ballot.html
Culture,Kendrick Lamar Rides a Rap Beef All the Way to No. 1,"On the Billboard album chart, Dua Lipa’s heavily promoted “Radical Optimism” opened at No. 2, held off by the third week of Taylor Swift’s “Tortured Poets.”",https://www.nytimes.com/2024/05/13/arts/music/taylor-swift-kendrick-lamar-dua-lipa-billboard-charts.html
Culture,They’re Members of an Elite Squad: Prime-Time Drama Super Fans,"Shows like “Law & Order: SVU,” “NCIS” and “Grey’s Anatomy” have kept fans hooked for 20 seasons or more. How do they do it?",https://www.nytimes.com/2024/05/13/arts/television/svu-greys-anatomy-ncis-fans.html
Culture,Can You Find The 13 Book Titles Hidden in This Text?,"A baker’s dozen of sports books — including athlete memoirs, biographies, team histories and a few classics of the form — are tucked away in this very short story. Can you find them all?",https://www.nytimes.com/interactive/2024/05/13/books/review/sports-books-quiz.html
Culture,"Are Plants Intelligent? If So, What Does That Mean for Your Salad?","A new book, “The Light Eaters,” looks at how plants sense the world and the agency they have in their own lives.",https://www.nytimes.com/2024/05/13/books/zoe-schlanger-light-eaters.html
Culture,How to Navigate London’s Wondrous (and Very Big) V&A Museum,"Paintings, ceramics, photography, fashion, furniture and more: The Victoria and Albert Museum is a treasure trove of art and design. Here’s one besotted visitor’s plan for taking it all in.",https://www.nytimes.com/2024/05/13/travel/london-victoria-and-albert-museum.html
Culture,What’s on TV This Week: ‘Mary & George’ and Lots of ‘Law & Order’,The Starz show starring Nicholas Galitzine and Julianne Moore wraps up. Three versions of the crime procedural air finales.,https://www.nytimes.com/2024/05/13/arts/television/whats-on-tv-this-week-mary-george-and-lots-of-law-order.html
Culture,"Susan Backlinie, Swimmer Who Was First Victim in ‘Jaws,’ Dies at 77","Ms. Backlinie, a stunt woman, appeared in the terrifying opening scene of the 1975 blockbuster in which a great white shark attacks.",https://www.nytimes.com/2024/05/12/arts/television/susan-backlinie-dead-jaws.html
Culture,"Alex Hassilev, the Last of the Original Limeliters, Dies at 91","The trio’s witty, urbane arrangements made it one of the top acts of the early-1960s folk music revival. His gift for languages helped.",https://www.nytimes.com/2024/05/12/arts/music/alex-hassilev-dead.html
Culture,"Mona Lisa, Smile: You’re in Lecco, After All",A mash-up of geology and art history has identified a likely setting for one of the world’s most famous paintings.,https://www.nytimes.com/2024/05/12/arts/mona-lisa-location-solved.html
Culture,"Roger Corman, 98, Dies; Prolific Master of Low-Budget Cinema","He had hundreds of horror, science fiction and crime films to his credit. He also helped start the careers of Martin Scorsese, Francis Ford Coppola and many others.",https://www.nytimes.com/2024/05/12/movies/roger-corman-dead.html
Culture,"Switzerland Wins Eurovision, as Protests Give Way to Spectacle","The nonbinary singer Nemo won the high-camp contest, during a night that included pro-Palestinian demonstrations outside the arena and fireworks onstage.",https://www.nytimes.com/2024/05/11/arts/music/eurovision-final-winner.html
Culture,"Sam Rubin, TV Anchor Known for His Hollywood Reporting, Dies at 64",He began at the Los Angeles television news station KTLA in 1991 and went on to become a staple of morning viewing through his interviews with celebrities.,https://www.nytimes.com/2024/05/11/arts/television/sam-rubin-ktla-dead.html
